#nb time
0	612 14711.5
2	155 14725
3	73 15883
5	25 25073
7	4 2483.5
9	2 75852.5
612 14711.5
155 14725
73 15883
25 25073
4 2483.5
2 75852.5
12089 11396.4
6136 12011.1
1693 12879.6
687 16666.9
437 25047.6
368 27202.4
