#		baseline	gc_epml		gc_vanilla	gc_pml	
baby		113.246902	113.6421293	115.2839805	135.2553585
cache		103.617		104.8654036	108.668		136.787	
stdhash		254.047		255.6992593	260.871		330.045	
stdtree		63.646		65.00325281	71.76		90.634	
tiny		59.552		61.1551353	69.15		86.165609
