#		baseline	gc_epml		gc_vanilla	gc_pml	
baby		50.81552	51.63436233	53.50016	58.00038
cache		48.592825	49.58782297	51.785527	58.318892
stdhash		63.845477	65.0355821	67.43458	76.712113
stdtree		27.357811	28.78113394	31.99613	39.862917
tiny		29.180203	31.2536338	36.188781	46.204836
