#			MW (Memory Write)			MD (Memory Dump)		CD (Complete Dump)
#	van_1		pml_1		epml_1		van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	644883.5	201186		201186		666708.5	1666602		97299.5		0.986208	3.069872	1.173974513
medium	535501		209301		209301		803796		3852086		174733.812	3.093911	5.327601	1.18996435
large	4120204		206683		206683		4451553		12002269	380267		5.635534	13.525723	1.652118524
