#			MW (Memory Write)			MD (Memory Dump)		CD (Complete Dump)
#	van_1		pml_1		epml_1		van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	474810		207678		207678		572588		2065498		114174.347	1.839764	3.434557	1.175306501
medium	741258		208193		208193		763216		6150040		208213		3.495674	7.501461	1.423182184
large	4438465		210410		210410		4479485		12298288	235908		6.229793	14.017089	1.357112062
