#			MW (Memory Write)			MD (Memory Dump)		CD (Complete Dump)
#	van_1		pml_1		epml_1		van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	366466.5	126002		126002		409307.5	864398		71694.44	1.074939	1.64293		0.574300802
medium	252880		202647		202647		333903		1498655		115264.7	0.860142	2.49366		0.818701581
large	476560		205988.5	205988.5	496469		5013403		150810.639	1.097992	5.503796	0.395086557
