#			MW (Memory Write)			MD (Memory Dump)		CD (Complete Dump)
#	van_1		pml_1		epml_1		van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	1425635.5	215416		215416		1498269		5687477		206843.271	3.582176	6.897151	1.507451362
medium	2715241		214470		214470		3645924		9243098		239030		5.299165	11.468414	2.073290049
large	5279921		202072		202072		5473704		13771470	433364		6.831508	14.700374	1.888692852
