#		baseline	gc_epml		gc_vanilla	gc_pml		
baby		27.95237	28.52681155	30.1904985	32.82527
cache		27.437268	27.99746214	30.270939	33.586347
stdhash		24.114129	25.28824426	25.795791	29.3811565
stdtree		14.907393	16.08284025	17.240184	20.535127
tiny		10.614214	12.12180611	15.341809	19.480435
