#			baseline 	gc_epml		gc_vanilla	gc_pml	
gcbench			355.000		368.9197	491.000		502.000
hist		558.122		574.1995	641.1145	711.152	
kmeans			89.975		92.3414		96.242		124.211	
matrix		44.7075		48.1664		51.564		84.264	
#pca			25.437		27.6942		28.457		52.298	
string		126.168		134.7012	183.7095	220.9675
word-c		1589.904	1621.4860	1678.3145	1713.1575
