
#Small
Boehm-Vanilla	3387.757	453.762
Boehm-SPML	1520.539	11996.536
Boehm-EPML	2315.741	40.23


#Medium
Boehm-Vanilla	8581.544	469.6775
Boehm-SPML	7040.3105	25088.3835
Boehm-EPML	6393.528	272.172


#Large
Boehm-Vanilla	48002.765	426.3915
Boehm-SPML	47026.0505	11922.265
Boehm-EPML	36877.555	366.939
