#		1st cycle			intermediate cycles		complete collection
#		van_1		pml_1		epml_1	van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	391.3715	11302.9955	87.151	48146.744	31953.3895	31458.929	48538.1155	43256.385	31546.08
medium	424.143		12145.896	104.691	45356.841	44670.607	34231.631	45410.602	56816.503	34336.322
large	436.0885	11405.312	58.8785	34793.7025	34801.2035	29231.0975	35229.791	46206.5155	29289.976
