Adelaide    1.277174	1.277174
Brisbane    2.189878	1.277174
Canberra    0.374658	1.277174
Darwin      0.131678	1.277174
Hobart      0.216959	1.277174
Melbourne   4.246345	1.277174
Sydney      4.667283	1.277174
