#slowdown of each technique on the microbench
#	EPML		/proc		userfault	SPML
1	1.213941386	2.04228284	2.954441577	5.770446839
10	1.037990697	1.549031241	3.721321393	3.428769844
50	1.02233948	2.142761065	6.83222184	4.224540405
100	1.025224219	3.084693187	11.50183865	8.65446413
250	1.021958323	4.016667301	14.82032822	19.78669365
500	1.014685363	4.073316709	13.66802202	33.60805737
1000	1.010823342	4.35241658	15.62589696	66.46603872
