#		1st cycle			intermediate cycles		complete collection
#		van_1	pml_1		epml_1		van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	400.382	11917.1165	131.7865	18657.974	18652.906	15881.814	19058.356	30570.0225	16013.6005
medium	394.304	11428.595	320.896		66146.7755	63334.201	38292.6105	66541.0795	74762.796	38613.5065
large	523.631	11443.892	140.736		226910.807	183546.004	143327.742	227434.438	194809.527	143468.478
