#			baseline	gc_epml 	gc_vanilla	gc_pml
gcbench			1589		1627.6		2183.5		2146
hist		2203.585	2242.3784	2587.944	2665.8975
kmeans			591.3155	598.0173	613.898		648.680	
matrix		156.9935	161.3499	178.831		207.742
#pca			230.1785	241.4656	244.2375	298.9035
string		123.837		137.7036	251.435		303.890
word-c		1783.822	1818.2149	1881.222	1966.690	
