#			1st cycle			intermediate cycles		complete collection
#	van_1		pml_1		epml_1		van_2		pml_2				van_3		pml_3		
small	0.401872	12.841286	0.394968	23.112358	17.125087	13.496063	23.51423	29.966373	13.891031
medium	0.4258885	12.172512	0.129799	92.2540255	61.955824	38.4391555	92.679914	74.128336	38.5689545
large	0.392775	11.351193	0.12361		247.582243	146.298039	125.204933	247.975018	157.649232	125.328543
