#		1st cycle			intermediate cycles		complete collection
#		van_1		pml_1			van_2		pml_2				van_3		pml_3
small	453.762		11996.536	40.23	3387.757	1520.539	2315.741	3841.519	13517.075	2355.971
medium	469.6775	25088.3835	272.172	8581.544	7040.3105	6393.528	9051.2215	32128.694	6665.7
large	426.3915	11922.265	366.939	48002.765	47026.0505	36877.555	48429.1565	58948.3155	37244.494
