#		1st cycle			intermediate cycles		complete collection
#	van_1		pml_1		epml_1		van_2		pml_2		epml_2		van_3		pml_3		epml_3
small	531.007		11769.246	157.37		4309.445	3425.045	2090.3		4840.452	15194.291	2247.67
medium	457.238		12389.7025	126.0715	16709.254	16924.4785	11146.649	17166.492	29314.181	11272.7205
large	418.7445	12811.91	620.946		30595.025	30302.925	25032.42	31029.5805	42217.819	25653.366
