#			baseline	gc_epml		gc_vanilla	gc_pml	
kmeans			80.374276	80.71629995	81.2156545	82.773608
#matrix-multiply	38.846085	39.0285836	39.817081	42.180576
pca			19.667426	21.03761872	39.817081	42.180576
word-count		25.608445	25.6208978	27.854931	31.480404
